"","Feature","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3"
"14085","SPTLC1",322,344,306,246,364,287
"14086","SPTLC2",184,323,244,229,309,210
"14087","SPTLC3",0,0,0,0,0,0
"14088","SPTSSA",1425,1742,1158,1172,1584,1536
"14089","SPZ1",0,0,0,0,0,0
"14090","SQLE",657,375,886,450,187,141
"14091","SQRDL",639,1348,3135,515,819,817
"14092","SQSTM1",6471,8040,9444,6118,7900,4955
"14093","SRA1",530,633,600,422,545,482
"14094","SRC",34,24,39,30,49,29
"14095","SRCIN1",5,9,11,20,23,14
"14096","SRD5A1",2408,2829,6087,8719,2701,1693
"14097","SRD5A2",0,0,0,0,0,0
"14098","SRD5A3",45,68,44,49,53,33
"14099","SREBF2",1007,784,1486,1125,703,498
"14100","SREK1",213,249,245,180,296,195
"14101","SREK1IP1",73,77,64,65,64,50
"14102","SRF",219,313,249,211,351,200
"14103","SRFBP1",86,153,75,58,116,75
"14104","SRGAP1",10,11,11,13,24,15
"14105","SRGAP2",204,174,283,377,345,224
"14106","SRGAP3",3,4,6,5,4,7
"14107","SRGN",114,124,134,137,159,104
"14108","SRM",482,695,472,267,406,330
"14109","SRMS",10,11,20,91,17,16
"14110","SRP14",330,430,441,386,442,381
"14111","SRP19",164,172,160,92,137,100
"14112","SRP54",776,898,779,646,806,558
"14113","SRP68",982,1128,973,695,929,676
"14114","SRP72",1328,1322,1220,922,1194,858
"14115","SRP9",240,282,268,205,217,143
"14116","SRPK1",216,312,261,249,349,254
"14117","SRPK2",263,282,279,208,297,230
"14118","SRPK3",1,0,1,0,1,0
"14119","SRPR",3626,3051,3676,2897,2558,1844
"14120","SRPRB",558,611,642,665,601,449
"14121","SRPX",39,43,45,24,34,44
"14122","SRPX2",10,1,10,6,1,0
"14123","SRR",961,1002,963,808,996,807
"14124","SRRM1",783,928,680,573,900,655
"14125","SRSF1",1399,1833,1630,1561,1677,1437
"14126","SRSF10",86,132,115,99,161,106
"14127","SRSF11",676,889,807,527,757,601
"14128","SRSF12",3,0,4,0,5,1
"14129","SRSF2",1541,2249,1823,1446,1651,1131
"14130","SRSF3",425,702,464,550,488,297
"14131","SRSF4",965,1722,918,569,1103,1243
"14132","SRSF5",1384,1508,1576,1673,1916,1352
"14133","SRSF6",796,1200,1046,1057,1222,918
"14134","SRSF7",207,229,241,228,226,180
"14135","SRSF9",145,204,186,144,230,162
"14136","SRXN1",331,843,543,267,351,313
"14137","SS18",336,408,403,354,545,418
"14138","SS18L1",42,60,47,49,56,39
"14139","SSB",476,626,599,528,601,417
"14140","SSBP1",130,153,156,106,164,122
"14141","SSBP3",164,105,189,235,268,161
"14142","SSBP4",39,46,66,38,68,28
"14143","SSC5D",10,3,17,12,4,7
"14144","SSFA2",600,649,780,471,778,565
"14145","SSH2",284,303,289,318,471,326
"14146","SSH3",150,131,148,107,162,119
"14147","SSNA1",133,142,122,147,165,124
"14148","SSPN",21,11,14,12,8,6
"14149","SSPO",29,13,13,5,26,9
"14150","SSR1",1751,1742,1872,1533,1212,877
"14151","SSR2",748,905,843,749,604,442
"14152","SSR3",2822,2673,2826,2367,1677,1303
"14153","SSR4",1287,1127,1225,781,713,556
"14154","SSRP1",765,989,828,726,976,746
"14155","SSSCA1",100,130,95,80,118,94
"14156","SST",0,0,0,0,0,0
"14157","SSTR1",0,1,0,0,1,1
"14158","SSTR2",0,0,1,0,0,0
"14159","SSTR3",22,54,17,20,16,13
"14160","SSTR4",0,0,0,0,0,0
"14161","SSTR5",0,0,0,0,0,0
"14162","SSU72",488,666,506,417,487,350
"14163","SSX2IP",174,205,190,347,194,179
"14164","ST13",421,544,522,400,598,409
"14165","ST14",32,30,30,28,36,27
"14166","ST18",0,0,0,0,3,1
"14167","ST3GAL1",438,852,440,375,521,368
"14168","ST3GAL2",49,41,59,43,31,42
"14169","ST3GAL3",193,230,229,184,164,140
"14170","ST3GAL4",354,468,351,228,468,227
"14171","ST3GAL5",276,279,143,137,219,169
"14172","ST3GAL6",684,810,858,1117,1321,871
"14173","ST5",489,521,631,523,675,453
"14174","ST6GAL1",11453,12907,13761,9877,9389,7102
"14175","ST6GALNAC1",0,0,0,0,0,0
"14176","ST6GALNAC2",10,15,14,7,18,4
"14177","ST6GALNAC3",24,12,35,60,30,33
"14178","ST7L",138,189,168,149,225,179
"14179","ST8SIA1",7,4,6,88,16,11
"14180","ST8SIA2",0,1,0,2,1,0
"14181","ST8SIA3",425,490,363,420,484,428
"14182","ST8SIA4",9,8,10,8,16,6
"14183","ST8SIA5",0,0,0,0,0,0
"14184","ST8SIA6",9,7,4,11,13,6
"14185","STAB2",906,842,861,502,1234,647
"14186","STAC2",0,0,0,0,0,0
"14187","STAC3",541,53,1142,2835,189,155
"14188","STAG1",387,367,333,312,394,329
"14189","STAG2",703,916,749,665,1665,1132
"14190","STAG3",0,0,0,1,0,1
"14191","STAM",255,344,207,182,341,264
"14192","STAM2",123,149,113,106,196,126
"14193","STAMBP",88,105,125,99,105,84
"14194","STAP1",7,1,1,3,3,2
"14195","STAP2",558,582,732,375,475,314
"14196","STAR",7,4,4,9,5,3
"14197","STARD10",6037,6776,6482,5315,6175,4849
"14198","STARD13",634,634,655,868,840,613
"14199","STARD3",231,209,225,225,313,205
"14200","STARD3NL",148,193,195,171,149,117
"14201","STARD4",1116,578,1440,1511,843,483
"14202","STARD5",350,342,412,556,333,303
"14203","STARD6",2,6,7,8,4,1
"14204","STARD7",298,369,356,268,306,226
"14205","STARD8",81,105,92,77,130,64
"14206","STAT1",1072,1375,1394,1189,1425,942
"14207","STAT2",1565,1661,1791,1377,1088,854
"14208","STAT3",3144,6917,3344,1254,1403,1291
"14209","STAT4",8,6,4,9,12,9
"14210","STAT5A",115,100,113,210,160,113
"14211","STAT5B",331,384,336,489,651,373
"14212","STAT6",705,871,560,335,895,530
"14213","STAU1",1143,1216,1328,928,1310,894
"14214","STAU2",68,82,83,56,52,42
"14215","STBD1",880,854,1210,661,1034,742
"14216","STC1",4,6,3,19,1,3
"14217","STC2",1,1,4,1,2,2
"14218","STEAP1",3,2,5,4,0,1
"14219","STEAP2",12,6,7,12,4,4
"14220","STEAP3",344,287,508,885,300,308
"14221","STEAP4",642,710,881,861,958,826
"14222","STFA2L1",0,0,0,0,0,0
"14223","STFA3",0,0,0,0,0,0
"14224","STFA3L1",0,0,0,0,0,0
"14225","STIM1",524,543,520,462,694,548
"14226","STIM2",331,430,339,242,418,248
"14227","STIP1",520,839,646,881,1301,977
"14228","STK10",203,269,245,229,387,222
"14229","STK11",575,633,720,491,749,655
"14230","STK11IP",122,127,124,110,155,123
"14231","STK16",678,642,646,632,860,615
"14232","STK17B",83,106,97,68,124,102
"14233","STK19",76,86,76,42,94,68
"14234","STK24",171,228,141,157,307,202
"14235","STK25",585,709,683,448,665,466
"14236","STK3",143,137,146,106,171,100
"14237","STK31",0,0,1,0,0,0
"14238","STK32A",0,0,0,0,0,0
"14239","STK32B",1,0,0,0,1,0
"14240","STK32C",1,3,1,1,1,1
"14241","STK35",116,153,147,114,135,89
"14242","STK36",78,83,124,86,73,49
"14243","STK38",368,401,429,320,406,273
"14244","STK38L",32,32,49,80,48,37
"14245","STK39",9,11,8,10,11,7
"14246","STK4",406,558,513,383,521,435
"14247","STK40",261,451,314,257,398,255
"14248","STMN1",95,47,71,51,82,50
"14249","STMN2",0,0,0,0,0,0
"14250","STMN3",5,6,9,20,6,4
"14251","STMN4",0,0,0,0,0,0
"14252","STOM",234,322,194,135,218,153
"14253","STOML2",491,756,664,528,632,503
"14254","STOML3",0,0,0,0,0,0
"14255","STON1",17,22,21,18,24,9
"14256","STON2",46,28,36,63,119,78
"14257","STOX1",0,0,1,0,1,0
"14258","STOX2",10,12,17,13,19,12
"14259","STRA6",0,0,1,0,1,0
"14260","STRADA",92,81,93,58,72,43
"14261","STRADB",1369,1407,1176,842,1726,1326
"14262","STRAP",935,1245,962,839,1242,978
"14263","STRBP",479,602,498,461,545,477
"14264","STRN",123,164,109,143,306,126
"14265","STRN3",438,525,445,424,586,392
"14266","STRN4",273,387,337,317,425,278
"14267","STS",575,1142,595,793,1198,903
"14268","STT3A",3039,3224,3290,2740,2571,1781
"14269","STT3B",1469,1596,1537,1538,1753,1179
"14270","STUB1",213,315,252,198,275,187
"14271","STX11",4,0,5,5,7,0
"14272","STX12",400,464,455,279,523,388
"14273","STX16",281,341,319,219,298,217
"14274","STX17",116,137,220,183,190,134
"14275","STX18",225,278,262,289,271,178
"14276","STX19",1,0,4,1,4,1
"14277","STX1A",0,0,0,0,0,0
"14278","STX1B",10,7,7,10,14,17
"14279","STX2",168,123,240,342,242,167
"14280","STX3",17,28,18,14,50,20
"14281","STX4",232,241,238,212,290,212
"14282","STX5",610,525,605,340,450,323
"14283","STX6",152,174,181,154,222,130
"14284","STX7",314,324,368,338,421,264
"14285","STX8",125,139,155,117,143,116
"14286","STXBP1",40,62,56,51,52,42
"14287","STXBP2",255,218,261,205,276,172
"14288","STXBP3",352,342,383,342,485,320
"14289","STXBP4",92,65,54,88,94,38
"14290","STXBP5",115,158,125,132,186,133
"14291","STXBP6",61,61,77,52,48,34
"14292","STYXL1",29,32,40,8,8,3
"14293","SUB1",374,418,406,441,380,297
"14294","SUCLA2",1209,1463,1399,1278,1743,1394
"14295","SUCLG1",2376,2596,2772,2189,4115,2995
"14296","SUCLG2",4158,4549,4825,3356,4066,3020
"14297","SUCNR1",0,3,1,0,1,0
"14298","SUFU",15,27,19,25,29,13
"14299","SUGP2",93,103,97,107,107,77
"14300","SUGT1",310,328,327,251,330,249
"14301","SULF1",8,3,5,9,16,8
"14302","SULF2",695,496,294,456,741,531
"14303","SULT1A1",5830,6854,5106,6558,4677,4944
"14304","SULT1B1",4503,8269,5361,3312,3613,3646
"14305","SULT1C2",82,252,65,171,295,94
"14306","SULT1C2A",407,659,188,350,588,293
"14307","SULT1C3",4990,4556,3872,4838,6631,4227
"14308","SULT1D1",0,0,0,0,1,1
"14309","SULT1E1",175,187,260,266,239,228
"14310","SULT2A1",4123,5292,8537,13543,10496,9285
"14311","SULT2A2",4,5,11,0,0,0
"14312","SULT2AL1",708,1529,1644,237,76,24
"14313","SULT2B1",8,8,10,13,4,11
"14314","SULT5A1",1,1,3,1,3,2
"14315","SULT6B1",1,0,0,1,1,0
"14316","SUMF1",413,476,496,324,476,415
"14317","SUMF2",204,244,248,179,161,129
"14318","SUMO1",450,600,516,400,467,440
"14319","SUMO2",207,216,227,213,248,202
"14320","SUMO3",676,897,739,956,839,599
"14321","SUN1",123,148,128,107,114,96
"14322","SUN5",0,0,0,0,0,0
"14323","SUOX",1345,1111,1823,1780,1364,966
"14324","SUPT16H",622,834,706,525,933,621
"14325","SUPT4H1",286,308,291,220,306,220
"14326","SUPT6H",1017,1337,916,834,1435,1077
"14327","SUPT7L",156,235,176,103,132,129
"14328","SUPV3L1",288,445,365,248,326,243
"14329","SURF1",206,221,257,161,253,166
"14330","SURF2",133,209,222,118,227,182
"14331","SURF4",4818,5502,5804,6756,5061,3917
"14332","SURF6",103,150,122,80,129,99
"14333","SUSD2",31,24,33,59,27,24
"14334","SUSD3",3,8,4,2,3,2
"14335","SUSD4",6,6,4,0,1,1
"14336","SUV39H1",76,84,68,55,75,61
"14337","SUV39H2",6,8,13,11,15,5
"14338","SUV420H1",380,508,413,426,645,403
"14339","SUV420H2",178,177,229,193,187,115
"14340","SV2A",22,13,20,21,36,20
"14341","SV2B",3,2,0,2,0,0
"14342","SV2C",0,0,0,0,0,1
"14343","SVAL1",0,0,0,0,0,0
"14344","SVAL2",0,0,0,0,0,0
"14345","SVOP",0,0,1,0,0,0
"14346","SVS1",0,0,0,0,0,0
"14347","SVS3A",0,0,0,0,0,0
"14348","SVS3B",0,0,0,0,0,0
"14349","SVS4",0,0,0,0,0,0
"14350","SVS5",0,0,0,0,0,0
"14351","SVS6",0,0,0,0,0,0
"14352","SWAP70",543,625,668,434,622,350
"14353","SWI5",306,359,372,304,360,302
"14354","SWSAP1",127,134,132,58,86,73
"14355","SWT1",263,332,278,162,364,271
"14356","SYAP1",329,451,415,283,476,360
"14357","SYCE1",0,0,0,1,0,0
"14358","SYCE2",51,43,27,21,63,28
"14359","SYCE3",0,0,1,1,0,1
"14360","SYCN",0,0,0,0,0,0
"14361","SYCP1",0,0,0,0,0,0
"14362","SYCP2",1,1,1,3,1,3
"14363","SYCP3",5,9,3,10,7,4
"14364","SYDE1",30,38,35,49,49,35
"14365","SYF2",425,480,449,380,534,418
"14366","SYK",142,74,110,129,183,98
"14367","SYMPK",441,521,510,567,724,503
"14368","SYN1",2,0,2,4,2,2
"14369","SYN2",1,4,2,1,5,4
"14370","SYN3",6,3,23,7,3,1
"14371","SYNA",0,1,1,0,1,0
"14372","SYNC",11,12,9,6,7,11
"14373","SYNCRIP",200,355,239,205,355,195
"14374","SYNDIG1",0,0,1,0,0,1
"14375","SYNDIG1L",0,0,0,0,0,0
"14376","SYNGAP1",47,46,55,35,67,35
"14377","SYNGR1",60,67,69,47,86,44
"14378","SYNGR3",0,0,0,0,1,1
"14379","SYNGR4",2,2,2,4,2,3
"14380","SYNJ1",207,260,181,174,372,197
"14381","SYNJ2",54,67,70,70,64,49
"14382","SYNJ2BP",1106,1371,1124,1384,1409,1090
"14383","SYNM",268,396,287,167,514,285
"14384","SYNPO",125,55,104,95,72,40
"14385","SYNPO2",33,49,27,20,33,12
"14386","SYNPR",0,0,0,0,0,0
"14387","SYNRG",435,580,477,391,464,297
"14388","SYP",0,0,1,0,1,0
"14389","SYPL1",480,520,472,444,720,455
"14390","SYPL2",0,0,0,0,0,0
"14391","SYT1",1,0,0,0,1,0
"14392","SYT10",0,0,0,0,0,0
"14393","SYT11",7,6,4,9,6,4
"14394","SYT12",2,6,13,19,4,3
"14395","SYT13",1,0,0,0,1,0
"14396","SYT15",2,1,2,5,0,2
"14397","SYT17",6,1,12,5,8,8
"14398","SYT2",9,2,14,2,1,0
"14399","SYT3",36,38,52,69,44,38
"14400","SYT4",0,0,0,0,0,0
"14401","SYT5",1,3,2,2,3,3
"14402","SYT6",1,0,0,0,0,0
"14403","SYT7",6,3,2,2,5,1
"14404","SYT8",0,0,0,0,0,0
"14405","SYT9",0,0,0,1,2,4
"14406","SYTL1",10,2,1,5,5,6
"14407","SYTL3",3,3,3,0,5,3
"14408","SYTL4",16,11,30,20,29,20
"14409","SYTL5",0,0,3,8,0,5
"14410","SYVN1",1089,1296,1241,1169,1176,808
"14411","T",0,0,0,0,0,0
"14412","T2",0,0,0,1,0,0
"14413","TAAR1",0,0,0,0,0,0
"14414","TAAR2",0,0,0,0,0,0
"14415","TAAR3",0,0,0,0,0,0
"14416","TAAR4",0,0,0,0,0,0
"14417","TAAR5",0,0,0,0,0,0
"14418","TAAR6",0,0,0,0,0,0
"14419","TAAR7A",0,0,0,0,0,0
"14420","TAAR7B",0,0,0,0,0,0
"14421","TAAR7C",0,0,0,0,0,0
"14422","TAAR7D",0,0,0,0,0,0
"14423","TAAR7E",0,0,0,0,0,0
"14424","TAAR7G",0,0,0,0,0,0
"14425","TAAR7H",0,0,0,0,0,0
"14426","TAAR8A",0,0,0,0,0,0
"14427","TAAR8B",0,0,0,0,0,0
"14428","TAAR8C",0,0,0,0,0,0
"14429","TAAR9",0,0,0,0,0,0
"14430","TAB1",213,216,292,174,164,158
"14431","TAB2",849,1010,1021,851,1447,826
"14432","TAC1",0,0,0,0,0,0
"14433","TAC2",2,1,2,0,2,1
"14434","TAC4",1,0,0,2,0,0
"14435","TACC1",331,527,346,251,431,258
"14436","TACC2",196,192,248,143,170,174
"14437","TACC3",54,53,63,57,100,64
"14438","TACR1",14,16,3,11,53,16
"14439","TACR3",1,3,3,3,2,1
"14440","TACSTD2",0,0,0,0,0,0
"14441","TADA1",76,129,90,89,134,83
"14442","TADA2A",101,95,99,83,97,64
"14443","TADA2B",619,816,678,462,632,487
"14444","TADA3",176,186,208,164,207,143
"14445","TAF1",395,505,386,419,619,467
"14446","TAF10",308,408,363,307,436,266
"14447","TAF11",95,124,141,79,85,80
"14448","TAF13",186,210,179,184,156,136
"14449","TAF15",360,400,431,384,348,210
"14450","TAF1A",13,22,32,6,23,18
"14451","TAF1B",21,19,21,23,18,12
"14452","TAF1C",61,109,83,55,104,68
"14453","TAF1D",95,159,109,44,113,74
"14454","TAF2",224,282,219,195,246,198
"14455","TAF5",65,82,69,71,134,81
"14456","TAF5L",15,20,33,11,21,9
"14457","TAF6",202,222,228,212,272,209
"14458","TAF6L",90,95,92,74,150,104
"14459","TAF7",108,81,108,76,152,104
"14460","TAF7L",0,0,0,0,0,0
"14461","TAF8",144,211,171,146,209,128
"14462","TAF9",448,653,418,231,549,400
"14463","TAF9B",101,58,118,81,53,59
"14464","TAGLN",88,96,165,123,88,34
"14465","TAGLN2",395,611,405,440,449,272
"14466","TAGLN3",0,0,0,0,0,0
"14467","TAL1",54,68,51,33,63,39
"14468","TAL2",0,0,0,0,0,0
"14469","TALDO1",935,1036,1187,1134,794,598
"14470","TAMM41",73,61,68,40,50,49
"14471","TANC1",291,328,313,255,309,185
"14472","TANC2",42,45,38,60,107,72
"14473","TANK",228,273,204,201,279,259
"14474","TAOK1",196,218,163,181,437,272
"14475","TAOK2",693,840,709,566,976,618
"14476","TAOK3",504,371,593,530,705,519
"14477","TAP1",148,175,213,244,390,239
"14478","TAP2",246,151,288,426,327,120
"14479","TAPBP",410,472,577,400,599,417
"14480","TAPBPL",265,327,382,370,377,275
"14481","TARBP2",82,109,129,87,133,80
"14482","TARDBP",836,1130,1020,954,1343,902
"14483","TARS",1962,2305,2071,2122,1854,1423
"14484","TARS2",555,569,669,442,431,333
"14485","TARSL2",78,144,67,49,79,57
"14486","TAS1R1",105,74,207,117,57,28
"14487","TAS1R3",1,4,1,5,3,2
"14488","TAS2R103",0,0,0,0,0,0
"14489","TAS2R104",0,0,0,0,0,0
"14490","TAS2R105",0,0,0,0,0,0
"14491","TAS2R106",0,0,0,0,0,0
"14492","TAS2R107",0,0,0,0,0,0
"14493","TAS2R108",0,1,0,0,0,0
"14494","TAS2R109",0,0,0,0,0,0
"14495","TAS2R110",0,0,0,0,0,0
"14496","TAS2R113",0,0,0,0,0,0
"14497","TAS2R114",0,0,0,0,0,0
"14498","TAS2R116",0,0,0,0,0,0
"14499","TAS2R117",0,0,0,0,0,0
"14500","TAS2R118",0,0,0,0,0,0
"14501","TAS2R119",0,0,0,0,0,0
"14502","TAS2R120",0,0,0,0,0,0
"14503","TAS2R121",0,0,0,0,0,0
"14504","TAS2R123",0,0,0,0,0,0
"14505","TAS2R124",0,0,0,0,0,0
"14506","TAS2R125",0,0,0,0,0,0
"14507","TAS2R126",0,0,0,0,0,0
"14508","TAS2R129",0,0,0,0,0,0
"14509","TAS2R13",0,0,0,0,0,0
"14510","TAS2R134",0,0,0,0,0,0
"14511","TAS2R135",0,0,0,0,0,0
"14512","TAS2R136",0,0,0,0,0,0
"14513","TAS2R137",0,0,0,0,0,0
"14514","TAS2R140",0,0,0,0,0,0
"14515","TAS2R143",0,0,0,0,0,0
"14516","TAS2R38",0,0,0,0,0,0
"14517","TAS2R39",0,0,0,0,0,0
"14518","TAS2R40",0,0,0,0,0,0
"14519","TASP1",50,53,53,37,49,47
"14520","TAT",3211,12078,2979,4827,4353,7106
"14521","TATDN2",328,520,344,313,647,552
"14522","TAX1BP1",1736,2590,1865,1538,2075,1707
"14523","TAX1BP3",80,132,108,116,128,82
"14524","TAZ",209,277,252,207,302,189
"14525","TBC1D10A",121,127,125,67,96,52
"14526","TBC1D10B",398,444,471,377,483,295
"14527","TBC1D10C",15,12,13,9,20,12
"14528","TBC1D14",1361,692,1080,533,1097,481
"14529","TBC1D17",431,435,473,400,681,436
"14530","TBC1D19",29,9,31,21,9,18
"14531","TBC1D2",311,428,218,243,381,482
"14532","TBC1D20",317,417,283,233,435,271
"14533","TBC1D21",0,0,0,0,0,0
"14534","TBC1D22B",106,116,124,142,128,82
"14535","TBC1D24",501,820,644,536,784,508
"14536","TBC1D25",141,122,165,93,132,90
"14537","TBC1D2B",440,472,519,388,518,326
"14538","TBC1D5",226,233,279,254,315,234
"14539","TBC1D7",100,132,102,95,102,97
"14540","TBC1D8",253,213,293,358,530,284
"14541","TBC1D9",95,125,70,102,175,79
"14542","TBC1D9B",759,832,823,682,836,603
"14543","TBCA",261,316,334,283,293,216
"14544","TBCB",169,260,210,217,285,165
"14545","TBCC",140,136,150,99,136,89
"14546","TBCCD1",219,225,277,152,174,133
"14547","TBCE",301,381,368,296,345,250
"14548","TBCEL",105,112,125,102,171,152
"14549","TBCK",200,129,256,233,221,165
"14550","TBK1",300,360,327,254,508,333
"14551","TBKBP1",67,93,71,91,85,67
"14552","TBL1X",677,867,775,815,974,749
"14553","TBL1XR1",999,825,993,1259,2830,2372
"14554","TBL3",175,280,215,246,248,192
"14555","TBP",102,108,85,63,84,76
"14556","TBPL1",107,147,118,105,169,106
"14557","TBPL2",0,0,0,0,0,0
"14558","TBR1",0,0,0,0,0,0
"14559","TBRG1",370,373,349,242,325,277
"14560","TBRG4",358,571,461,280,459,318
"14561","TBX1",1,0,3,0,2,0
"14562","TBX15",0,0,0,0,0,0
"14563","TBX18",0,0,0,0,0,0
"14564","TBX19",5,12,5,5,7,2
"14565","TBX2",19,17,28,20,43,21
"14566","TBX20",8,12,9,13,29,12
"14567","TBX21",10,13,17,7,19,12
"14568","TBX22",0,0,0,0,0,0
"14569","TBX3",125,208,77,24,183,82
"14570","TBX4",0,1,2,2,0,0
"14571","TBX5",0,0,0,0,0,0
"14572","TBX6",0,1,0,0,2,1
"14573","TBXA2R",22,18,41,40,51,49
"14574","TBXAS1",18,27,33,33,40,19
"14575","TC2N",155,180,162,120,127,112
"14576","TCAM1",0,0,0,0,0,0
"14577","TCEA1",454,632,466,438,608,489
"14578","TCEA2",1,6,7,5,6,1
"14579","TCEA3",349,341,458,293,114,59
"14580","TCEAL1",18,16,20,22,31,12
"14581","TCEAL8",338,400,382,287,288,214
"14582","TCEANC",4,7,11,3,13,6
"14583","TCEANC2",107,136,96,67,98,90
"14584","TCEB1",1,1,1,1,1,1
"14585","TCEB2",510,550,653,628,656,379
"14586","TCEB3",822,855,847,712,1144,814
"14587","TCERG1",335,519,402,322,474,316
"14588","TCERG1L",0,0,0,0,0,0
"14589","TCF12",216,223,219,165,282,163
"14590","TCF15",0,1,0,0,0,0
"14591","TCF19",25,11,26,29,14,6
"14592","TCF20",312,350,347,397,574,370
"14593","TCF21",61,55,79,56,72,47
"14594","TCF3",537,318,612,350,535,368
"14595","TCF4",24,44,24,19,45,21
"14596","TCF7L2",357,237,334,364,461,302
"14597","TCFCP2",626,467,472,293,601,399
"14598","TCFE2A",243,213,242,209,266,153
"14599","TCHP",95,105,137,65,103,73
"14600","TCIRG1",306,406,513,841,423,332
"14601","TCL1A",0,0,0,0,0,0
"14602","TCN2",842,626,408,333,697,572
"14603","TCOF1",120,141,142,113,183,92
"14604","TCP1",835,1455,1014,1068,2238,1589
"14605","TCP10B",0,0,0,0,0,0
"14606","TCP11",0,0,0,0,0,0
"14607","TCP11L1",81,87,71,116,188,95
"14608","TCP11L2",508,467,472,352,623,361
"14609","TCTA",291,321,330,253,327,248
"14610","TCTE1",0,0,1,0,1,1
"14611","TCTE3",0,0,0,0,0,0
"14612","TCTE4",14,17,22,17,25,19
"14613","TCTEX1D1",0,0,0,0,0,0
"14614","TCTEX1D2",25,26,25,13,16,15
"14615","TCTN1",107,84,154,91,126,133
"14616","TDG",338,497,261,308,395,389
"14617","TDH",1,1,2,1,1,0
"14618","TDO2",24638,35653,18166,6964,4832,5769
"14619","TDP1",37,20,51,37,19,11
"14620","TDP2",318,313,433,241,311,239
"14621","TDRD1",0,0,0,0,0,0
"14622","TDRD3",83,88,77,64,112,64
"14623","TDRD5",0,0,0,0,0,0
"14624","TDRD6",0,0,0,0,0,0
"14625","TDRD7",391,419,507,416,472,358
"14626","TDRKH",67,42,63,59,20,28
"14627","TEAD1",65,61,66,38,48,42
"14628","TEAD2",22,25,36,36,77,40
"14629","TEAD3",74,84,83,68,131,60
"14630","TEC",339,302,334,357,575,533
"14631","TECPR1",431,396,528,384,392,258
"14632","TECR",2735,2153,3625,2732,1900,1494
"14633","TECRL",0,0,0,0,0,0
"14634","TECT2",57,43,70,43,45,35
"14635","TECTA",0,2,0,5,5,2
"14636","TECTB",0,3,0,0,0,0
"14637","TEF",1301,1392,1284,426,830,600
"14638","TEK",240,202,292,231,389,246
"14639","TEKT1",0,0,2,1,1,0
"14640","TEKT2",0,0,0,0,0,0
"14641","TEKT3",0,0,0,0,0,0
"14642","TEKT4",0,0,0,0,0,0
"14643","TEKT5",0,0,0,0,0,0
"14644","TEP1",414,303,405,324,591,299
"14645","TEPP",0,1,0,2,0,0
"14646","TERC",1,3,4,0,2,2
"14647","TERF1",66,79,87,72,114,77
"14648","TERF2",85,122,106,78,127,64
"14649","TERF2IP",226,272,252,205,306,201
"14650","TERT",255,179,322,214,214,144
"14651","TES",49,60,55,44,58,23
"14652","TESB",0,0,0,0,0,0
"14653","TESK1",171,188,171,146,229,170
"14654","TESK2",73,129,90,78,104,70
"14655","TESL",0,0,0,0,0,0
"14656","TESP1",7,3,2,1,6,3
"14657","TESP2",0,0,0,0,0,0
"14658","TESTIN",1,2,0,0,1,1
"14659","TET1",0,0,0,0,2,0
"14660","TEX10",122,146,120,71,145,90
"14661","TEX101",0,0,0,0,0,0
"14662","TEX12",5,3,7,5,5,4
"14663","TEX15",0,0,0,0,0,0
"14664","TEX19",0,0,0,0,0,0
"14665","TEX19.1",0,0,0,0,0,0
"14666","TEX21",1,2,3,2,1,0
"14667","TEX261",543,656,684,557,679,434
"14668","TEX264",827,1015,891,697,1169,800
"14669","TEX28",0,0,0,0,0,0
"14670","TF",582894,552254,726743,514130,294452,235644
"14671","TFAM",442,469,478,370,710,541
"14672","TFAP2A",0,0,0,0,1,0
"14673","TFAP2B",0,0,0,0,0,0
"14674","TFAP2C",0,0,0,0,0,0
"14675","TFAP2D",0,0,0,0,0,0
"14676","TFAP2E",0,0,0,0,1,0
"14677","TFAP4",39,73,43,25,87,47
"14678","TFB1M",84,113,124,101,85,87
"14679","TFB2M",431,641,507,337,488,484
"14680","TFCP2L1",58,41,50,43,48,20
"14681","TFDP2",62,49,80,62,77,68
"14682","TFEB",113,103,123,105,152,91
"14683","TFEC",41,52,49,55,92,53
"14684","TFF1",0,0,3,0,0,0
"14685","TFF2",0,0,0,0,0,0
"14686","TFF3",6,9,6,1,1,0
"14687","TFG",666,818,843,683,642,457
"14688","TFIP11",337,405,347,287,403,320
"14689","TFPI",210,257,210,178,208,129
"14690","TFPI2",14,13,10,8,9,5
"14691","TFPT",47,42,32,22,55,37
"14692","TFR2",4358,5689,4869,4602,7440,4905
"14693","TFRC",853,3009,1115,1949,1134,575
"14694","TG",11,7,5,20,12,9
"14695","TGDS",179,218,215,96,173,150
"14696","TGFA",132,176,183,158,180,152
"14697","TGFB1",85,93,94,83,110,58
"14698","TGFB1I1",20,29,31,30,20,14
"14699","TGFB2",8,18,14,15,16,6
"14700","TGFB3",60,68,54,40,83,29
"14701","TGFBI",2707,3348,3161,3286,5086,3519
"14702","TGFBR1",584,649,512,596,845,521
"14703","TGFBR2",1001,1020,1152,1181,2129,1444
"14704","TGFBR3",246,279,191,149,338,216
"14705","TGFBRAP1",457,644,486,418,664,478
"14706","TGIF1",124,166,145,126,225,159
"14707","TGM1",120,69,34,9,35,32
"14708","TGM2",1575,1695,1847,2104,2233,1540
"14709","TGM3",0,0,0,0,0,0
"14710","TGM4",79,49,58,35,62,33
"14711","TGOLN1",3443,5241,3230,3872,8018,7831
